site_id,date,time_idx,latitude,longitude,area,ndvi,precipitation,salinity,sea_surface_height,soil_moisture,ocean_current_speed,ocean_cur_dir_sin,ocean_cur_dir_cos,wind_speed,wind_direction_sin,wind_direction_cos
Al_Shabaan,12/1/2015,24,24.80161344,37.18056221,688459,0.336946133,0,39.9732129,0.145617358,0.156288679,2.12749004,0.890521351,-0.45494145,4.366607002,-0.957985238,0.286817511
Al_Shabaan,1/1/2016,25,24.80161344,37.18056221,867927,0.330872063,0,39.8186176,0.154868126,0.148760166,2.162202381,0.999103181,-0.042341866,4.789093645,-0.958730813,0.284315366
Al_Shabaan,2/1/2016,26,24.80161344,37.18056221,1011799,0.289469887,0,39.6226632,0.158499835,0.145978577,1.973170431,-0.412023487,-0.911173225,3.345088314,-0.962837313,0.270082042
Al_Shabaan,3/1/2016,27,24.80161344,37.18056221,590363,0.321000032,16.42229567,38.75481576,0.188044854,0.164969051,2.462885145,0.998722049,0.050539781,3.274963776,-0.982625997,0.18559674
Al_Shabaan,4/1/2016,28,24.80161344,37.18056221,604791,0.332624068,6.751233562,38.83296497,0.235166455,0.167394904,1.730690505,0.99152067,-0.129949074,1.413383046,-0.993538184,0.113498353
Al_Shabaan,5/1/2016,29,24.80161344,37.18056221,717272,0.310470672,0,38.49122488,0.196214363,0.150596536,1.820481928,0.803759704,-0.594954064,4.567991979,-0.907083136,0.420951523
Al_Shabaan,6/1/2016,30,24.80161344,37.18056221,801464,0.338941115,0,38.88767272,0.073441284,0.144751998,2.211190199,-0.602974719,-0.797760295,4.700326921,-0.91415631,0.405361864
Al_Shabaan,7/1/2016,31,24.80161344,37.18056221,1123170,0.322678273,0,38.72909619,-0.000556968,0.143047071,2.179924367,0.391434878,-0.920205812,4.499453409,-0.90962661,0.415426805
Al_Shabaan,8/1/2016,32,24.80161344,37.18056221,1336469,0.302299656,0.004174033,39.0598975,-0.081944316,0.142842498,1.8,-0.108955236,-0.994046657,5.848674821,-0.914585466,0.404392662
Al_Shabaan,9/1/2016,33,24.80161344,37.18056221,671734,0.279496627,0,39.46242817,-0.043280423,0.142122741,1.700663114,0.245367144,-0.969430227,6.203991867,-0.918709538,0.394933899
Al_Shabaan,10/1/2016,34,24.80161344,37.18056221,711332,0.291262417,1.509692442,39.72708291,0.024950955,0.143192502,2.413165777,-0.833978873,-0.551796375,2.818292333,-0.96904367,0.246889379
Al_Shabaan,11/1/2016,35,24.80161344,37.18056221,532779,0.327423264,5.150383719,39.21537531,0.11138813,0.155242924,2.035586924,-0.05228383,-0.998632265,2.178410403,-0.996406942,0.084694782
Al_Shabaan,12/1/2016,36,24.80161344,37.18056221,816629,0.328468317,6.789478156,39.43127588,0.12918457,0.164591376,2.507051816,-0.027452667,-0.999623105,5.814506196,-0.943011333,0.332760613
Al_Shabaan,1/1/2017,37,24.80161344,37.18056221,771630,0.332856563,0,39.41849929,0.129254489,0.156927496,1.158357598,0.960111595,-0.279617105,4.320086521,-0.943193486,0.332243958
Al_Shabaan,2/1/2017,38,24.80161344,37.18056221,751831,0.312644842,0,39.56542749,0.105318972,0.149646136,1.575799947,0.958563008,-0.284880607,3.951570273,-0.973686152,0.227893125
Al_Shabaan,3/1/2017,39,24.80161344,37.18056221,652461,0.340924175,8.765995226,39.5968669,0.089788734,0.15549445,2.250792849,0.700457551,-0.713694066,4.013859748,-0.924277301,0.38172172
Al_Shabaan,4/1/2017,40,24.80161344,37.18056221,1039768,0.345212518,6.732591644,39.36662102,0.129001217,0.164790861,1.744119334,0.050844369,-0.998706589,3.191545809,-0.953795915,0.300455241
Al_Shabaan,5/1/2017,41,24.80161344,37.18056221,888645,0.30173982,0.266889842,39.07120485,0.122861538,0.150587035,1.596620908,0.011177233,-0.999937533,4.157773195,-0.914396883,0.404818899
Al_Shabaan,6/1/2017,42,24.80161344,37.18056221,921710,0.32484621,0,39.20884279,0.004163992,0.145243962,2.52563412,0.569943444,-0.821683924,6.300155734,-0.905030524,0.425346623
Al_Shabaan,7/1/2017,43,24.80161344,37.18056221,898971,0.337797464,0,39.49809236,-0.049675512,0.143169095,2.095868659,0.809006193,-0.587800119,4.961220215,-0.901134362,0.433539919
Al_Shabaan,8/1/2017,44,24.80161344,37.18056221,1056102,0.285551967,0,39.11229456,-0.126368167,0.142162276,1.788321168,0.918270622,0.395953361,6.278824389,-0.908673818,0.417506758
Al_Shabaan,9/1/2017,45,24.80161344,37.18056221,676131,0.263092569,0,39.60719828,-0.125120923,0.141531518,1.601751539,0.43146102,-0.902131581,6.111158368,-0.933279172,0.359151759
Al_Shabaan,10/1/2017,46,24.80161344,37.18056221,678034,0.299643384,0,39.71571115,-0.045698662,0.141079496,2.6879346,0.948064254,-0.318078875,5.253059406,-0.943720413,0.330744284
Al_Shabaan,11/1/2017,47,24.80161344,37.18056221,391484,0.369083845,11.58393521,39.51820197,0.112119816,0.156093028,1.826680993,0.712623973,-0.701546202,3.838458336,-0.953160433,0.302465185
Al_Shabaan,12/1/2017,48,24.80161344,37.18056221,614676,0.338798094,4.657229424,39.57169841,0.143118664,0.161509959,2.21902991,0.521392624,-0.8533169,1.436505335,-0.981548716,-0.191212235
Al_Shabaan,1/1/2018,49,24.80161344,37.18056221,799529,0.347548698,0,39.43482913,0.105441014,0.156718118,1.573769217,0.825887574,-0.56383483,4.267575075,-0.980178158,0.198118094
Al_Shabaan,2/1/2018,50,24.80161344,37.18056221,677660,0.32586365,2.709771429,39.48468678,0.190118962,0.152432776,2.384460713,0.677751657,-0.735290889,1.81488636,-0.994946179,-0.100409662
Al_Shabaan,3/1/2018,51,24.80161344,37.18056221,792330,0.327536875,6.746595444,39.09117214,0.122192354,0.151554345,1.975683965,0.079433431,-0.996840173,2.730766897,-0.968651478,0.24842366
Al_Shabaan,4/1/2018,52,24.80161344,37.18056221,857414,0.307163824,0.170896315,38.97062419,0.172969059,0.166238221,2.338805973,0.196514899,-0.980500839,3.643715594,-0.913376248,0.407116483
Al_Shabaan,5/1/2018,53,24.80161344,37.18056221,780990,0.361651902,0.351962572,38.94198638,0.154398697,0.151048404,1.229166667,0.965781398,0.25935746,2.060688481,-0.98377711,0.17939509
Al_Shabaan,6/1/2018,54,24.80161344,37.18056221,787428,0.356125618,0,39.24703686,0.081850628,0.145002855,2.299395403,0.382098658,-0.924121537,6.013830211,-0.917523947,0.397680534
Al_Shabaan,7/1/2018,55,24.80161344,37.18056221,665448,0.313768525,0,39.32208237,-0.140903763,0.142904635,2.777596394,-0.226652649,-0.973975655,4.591671147,-0.910203395,0.414161538
Al_Shabaan,8/1/2018,56,24.80161344,37.18056221,743731,0.323659848,0.202322094,39.37827242,-0.212209447,0.142976153,2.243413417,0.422256243,-0.906476511,5.335462993,-0.893065754,0.44992617
Al_Shabaan,9/1/2018,57,24.80161344,37.18056221,962333,0.255094646,0,39.44313225,-0.076402689,0.142627903,2.183926564,0.08035374,-0.99676641,4.435438931,-0.921686293,0.387936048
Al_Shabaan,10/1/2018,58,24.80161344,37.18056221,725746,0.300131688,3.42178154,39.33778029,0.021236546,0.143300225,1.883413838,0.350318944,-0.93663047,2.178852779,-0.992087675,0.125546984
Al_Shabaan,11/1/2018,59,24.80161344,37.18056221,563378,0.368056324,36.21417709,39.48356042,0.071867279,0.181399943,2.584297974,0.112123782,-0.993694248,1.872624788,-0.993080257,-0.11743766
Al_Shabaan,12/1/2018,60,24.80161344,37.18056221,799155,0.371265988,2.227360055,39.55380997,0.089055386,0.181565806,2.205250579,0.70311747,-0.711073711,4.500864616,-0.937042229,0.349216067
Al_Shabaan,1/1/2019,61,24.80161344,37.18056221,781614,0.336752456,5.630910981,39.39546365,0.096588821,0.162974817,2.120714908,0.40703243,-0.913413708,2.786801128,-0.988617621,0.150449993
Al_Shabaan,2/1/2019,62,24.80161344,37.18056221,820303,0.321352039,2.543466814,39.26711229,0.115439943,0.156425472,2.764811368,-0.123834735,-0.992302856,4.058413512,-0.963386678,0.268115851
Al_Shabaan,3/1/2019,63,24.80161344,37.18056221,1254350,0.293482088,9.601269145,39.45282672,0.01191225,0.164585221,2.231810732,0.360648572,-0.932701778,4.373065728,-0.940876839,0.338748836
